#,ID,Date,Description,Mode,Category,Sub Category,Amount,Balance,FCU Identified
228,228,02-01-2022,IPS REF DT 12 01 2020 009901 HPCL 0 75 CASHLESS I,ips,reversal credit,other,2.32,2062.65,
229,229,02-01-2022,UPI/001357175946/For mom/nimishapraka@yb/HDFC BANK,upi,other credit,other,10000,12062.65,
230,230,03-01-2022,BIL/RCHG/9553011282/Vodafone -/001-511-603-4461x8826,vps,other credit,bounce,-3997.85,1637698.85,Fraud Identified
231,231,03-01-2022,INF/INFT/546099076497/Cook-Henderson /Jamie,atm,subsidy,fuel,-1132.33,1995779.74,Verified
232,232,03-01-2022,MMT/IMPS/001410582801/NA/Dgarme nder/ALLA0212572,imps,other debit,other,-6005.9,6056.75,
233,233,03-01-2022,VPS REF FUEL JUNCTION,vps,reversal,fuel,2.33,6059.08,
234,234,03-01-2022,BIL/RCHG/001896499353/Airtel DTH/3018748260,bill online,expenses,recharge,-360,5699.08,
235,235,03-01-2022,MMT/IMPS/001620616474/NA/Sanjay ram/UTIB0001600,imps,other debit,other,-2005.9,3693.18,
236,236,04-01-2022,NFS/FVND07/CASH WDL/20-09-77,imps,other credit,recharge,9263.33,1095363.02,
237,237,04-01-2022,IPS/MASTER FUEL/461265685284/000000000980/Schroederville,atm,expenses,bounce,-3904.13,1696313.48,
238,238,04-01-2022,IPS/MASTER FUEL/273752761962/000000000980/North Billymouth,vps,subsidy,other,-2934.67,2780565.87,
239,239,04-01-2022,APBS/IOC Ref No2331861341/25398201083540,vps,other credit,bounce,7045.25,3748139.44,Verified
240,240,04-01-2022,IPS/MASTER FUEL/497250788747/000000000980/East Timothy,ecs,expenses,loan,9915.42,4525372.66,
241,241,04-01-2022,VPS/Hays-Allen/671045286701/Lake Josephfurt,vps,other credit,other,7559.82,4552821.09,Verified
242,242,04-01-2022,BIL/RCHG/001898568724/Vodafone -/8877377811,bill online,expenses,recharge,-379,3314.18,
243,243,04-01-2022,MMT/IMPS/002020901951/MB: MANISH/SONAL SRI/KOTAK,imps,Salary (analysed),other,10000,13314.18,"Irregular Salary Credits, Discontinuity in credits/ receivables"
244,244,04-01-2022,ACH/INDUSIND BANK CFD/222681819,ach,other debit,other,-3573,9741.18,
245,245,04-01-2022,MMT/IMPS/002118889372/NA/Sanjay ram/UTIB0001600,imps,other debit,other,-2005.9,7735.28,
246,246,04-01-2022,UPI/002122274691/Payment from Ph/nimishapraka@yb/H,upi,other credit,other,500,8235.28,
247,247,05-01-2022,INF/INFT/18777006592/Powell PLC /Judith,upi,other credit,other,-3848.01,1991769.07,
248,248,05-01-2022,ATM DEC CHG/07-11-76/GST,ecs,withdrawal,fuel,-2120.07,3394589.37,
249,249,05-01-2022,APBS/IOC Ref No5040741606/0012173242045,other,subsidy,other,156.43,8391.71,
250,250,05-01-2022,DCARDFEE1560DEC19-NOV20+GST,card,charges,maintenance,-177,8214.71,
251,251,05-01-2022,CMS/000608498489/BAJAJ_AUTO_C D__580DPFFC021540,cms,loan,auto,-1499,6715.71,
252,252,07-01-2022,"VPS/Taylor, Frederick and Cruz/38835244079/Martinfort",imps,other credit,loan,5103,795917.76,Verified
253,253,07-01-2022,BIL/RCHG/4222117490/Vodafone -/(258)732-2284x7242,inft,withdrawal,bounce,-861.51,3957323.7,
254,254,07-01-2022,IPS/AUTO CARE C/202002071021/000000012447/GUR GAON,ips,expenses,shopping,-307.68,6408.03,
255,255,07-01-2022,MMT/IMPS/003811225673/NA/Fire delhi/UBIN0553646,imps,other debit,other,-3405.9,3002.13,
256,256,07-01-2022,UPI/003854373080/Patna rent/nimishapraka@yb/HDFC B,upi,income,rental,10000,13002.13,
257,257,08-01-2022,APBS/IOC Ref No6012885452/8436070443546,upi,subsidy,fuel,4032,1843635.01,
258,258,08-01-2022,NFS/FTND07/CASH WDL/21-07-02,upi,subsidy,other,7374.15,4470706.92,Verified
259,259,09-01-2022,INF/INFT/157467449381/Peterson Group /Katherine,ecs,subsidy,bounce,-2245.37,2059519.92,Verified
260,260,10-01-2022,VPS/Ballard-Gates/274070833018/Lake Carolyn,imps,withdrawal,other,4773.88,211174,Verified
261,261,10-01-2022,VPS/Graves Ltd/576863453758/West Lisa,inft,withdrawal,loan,1136.44,3430574.74,
262,262,10-01-2022,MMT/IMPS/003920777546/NA/Dgarme nder/ALLA0212572,imps,other debit,other,-2505.9,10496.23,
263,263,10-01-2022,BIL/RCHG/001917523519/Airtel DTH/3018748260,bill online,expenses,recharge,-345,10151.23,
264,264,10-01-2022,LTGURXX42921 FEB20 Manish Kum,other,loan,other,-3291,6860.23,
265,265,11-01-2022,UPI/437912690116/NO REMARKS/burnettpaul@upi/New Sarah,upi,subsidy,other,-3626.35,530496.03,Fraud Identified
266,266,11-01-2022,UPI/428427367463/NO REMARKS/gregorycox@upi/Port Francisco,inft,other credit,other,3361.5,1785329.38,Verified
267,267,11-01-2022,BIL/RCHG/3672331013/Vodafone -/8792982305,vps,expenses,other,1913.56,2938841.54,
268,268,11-01-2022,UPI/819786159806/NO REMARKS/ogay@upi/New David,upi,subsidy,bounce,-2759.92,2982955.35,Verified
269,269,11-01-2022,BIL/RCHG/001918894484/Vodafone -/9386178468,bill online,expenses,recharge,-37,6823.23,
270,270,11-01-2022,VPS/AKASHI FILL/202002110929/004203483745/GU RGAON,vps,other debit,other,-310,6513.23,
271,271,12-01-2022,UPI/692864398693/NO REMARKS/pittsangela@upi/East Ryan,atm,expenses,loan,9114.53,136561.81,Verified
272,272,12-01-2022,UPI/569735257634/NO REMARKS/sara85@upi/Gallegosview,vps,withdrawal,bounce,840.05,1315700.45,Verified
273,273,12-01-2022,UPI/004312921077/Oid10325597416@ /add-money@paytm/P,upi,other debit,other,-1000,5513.23,
274,274,13-01-2022,UPI/45374885257/NO REMARKS/asolis@upi/Larashire,ecs,reversal credit,loan,8663.83,82435.55,Verified
275,275,13-01-2022,APBS/IOC Ref No9890397329/66865305524471,inft,withdrawal,recharge,-2971.29,2960540.19,Fraud Identified
276,276,13-01-2022,BIL/RCHG/8268302053/Vodafone -/587.766.4076x0551,imps,subsidy,bounce,4350.19,3252832.42,Verified
277,277,13-01-2022,ATM DEC CHG/25-05-79/GST,imps,withdrawal,recharge,5360.95,3813262.82,Verified
278,278,14-01-2022,BIL/RCHG/4929913368/Vodafone -/755.324.8811,upi,expenses,other,3777.79,260199.31,Verified
279,279,14-01-2022,NFS/YEND07/CASH WDL/19-08-04,vps,expenses,recharge,3662.36,1638268.36,Fraud Identified
280,280,15-01-2022,VPS REF AKASHI FILLING STATION,vps,reversal credit,other,2.33,5515.56,
281,281,16-01-2022,APBS/IOC Ref No3475448867/20617776615413,inft,expenses,recharge,776.57,2818386.27,
282,282,16-01-2022,UPI/458551036610/NO REMARKS/bobby04@upi/Andrewton,inft,subsidy,recharge,5856.53,3252600.97,
283,283,17-01-2022,APBS/IOC Ref No4672684160/49123452583996,upi,subsidy,bounce,9230.64,1847552.68,Verified
284,284,17-01-2022,ATM DEC CHG/11-10-76/GST,inft,reversal credit,loan,4901.03,3240145.53,Fraud Identified
285,285,18-01-2022,UPI/004993334660/NA/8083684960@o kbi/Axis Bank Ltd.,upi,other debit,other,-38,5477.56,
286,286,19-01-2022,"INF/INFT/356831183908/Mclean, Torres and Hale /Elizabeth",upi,reversal credit,loan,-990.32,2734533.75,Verified
287,287,19-01-2022,MMT/IMPS/005017363126/MB: MANISH/SONAL SRI/KOTAK,imps,other credit,other,10000,15477.56,
288,288,19-01-2022,MMT/IMPS/005017562939/NA/Dgarme nder/ALLA0212572,imps,other debit,other,-5005.9,10471.66,
289,289,20-01-2022,IPS/MASTER FUEL/452112933799/000000000980/North Derekmouth,ecs,subsidy,loan,9092.55,3668715.35,
290,290,21-01-2022,ACH/INDUSIND BANK CFD/222681820,ach,other debit,other,-3573,6898.66,
291,291,22-01-2022,UPI/131277836643/NO REMARKS/jennifermurphy@upi/North Adamhaven,inft,withdrawal,other,1731.3,635082.41,
292,292,22-01-2022,INF/INFT/535600141890/Cook-Pearson /Kristin,vps,subsidy,bounce,-2358.21,2531524.95,
293,293,22-01-2022,NFS/UAND07/CASH WDL/27-05-95,upi,withdrawal,fuel,775.28,3311582.93,Verified
294,294,23-01-2022,INF/INFT/940658587871/Edwards and Sons /Luke,imps,subsidy,fuel,-21.43,846673.11,
295,295,23-01-2022,VPS/Turner and Sons/227365533283/West Patriciafurt,imps,withdrawal,fuel,5983.13,1192110.81,Verified
296,296,24-01-2022,UPI/7881699651/NO REMARKS/cuevasalan@upi/Bradfordtown,inft,expenses,loan,1028.19,1420553.61,
297,297,24-01-2022,UPI/005311116043/Payment from Ph/nimishapraka@yb/H,upi,other credit,other,500,7398.66,
298,298,24-01-2022,UPI/005349052582/Promo Cashback/upi-cashback@pa/Pa,upi,cashback,other,50,7448.66,
299,299,24-01-2022,MMT/IMPS/005410398109/NA/Dgarme nder/ALLA0212572,imps,other debit,other,-3005.9,4442.76,
300,300,24-01-2022,UPI/005578318380/NA/Q94808044@y bl/Canara Bank,upi,other debit,other,-60,4382.76,
301,301,25-01-2022,ATM DEC CHG/14-03-80/GST,imps,reversal credit,fuel,7022.13,188156.89,
302,302,26-01-2022,VPS/FUEL JUNCTI/202002261204/005706293163 /GURGAON,vps,expenses,fuel,-400.82,3981.94,
303,303,27-01-2022,"VPS/Clark, Smith and Mcfarland/463066444277/Carterburgh",vps,other credit,loan,-46.71,963309.66,
304,304,27-01-2022,BIL/RCHG/9072927225/Vodafone -/244.646.7537x740,vps,reversal credit,loan,-1269.88,2869403.72,Fraud Identified
305,305,27-01-2022,APBS/IOC Ref No479336602/28400537500992,upi,withdrawal,bounce,1453.4,4520522.79,Fraud Identified
306,306,27-01-2022,UPI/005814342987/Amount to pay/jio@citibank/Citiba,upi,expenses,other,-555,3426.94,
307,307,28-01-2022,APBS/IOC Ref No5240203446/0022775580200,other,subsidy,other,290.05,3716.99,
308,308,29-01-2022,UPI/869158625636/NO REMARKS/pwillis@upi/Lake Susanside,ecs,subsidy,recharge,-2419.23,366254.26,Fraud Identified
309,309,29-01-2022,IPS/MASTER FUEL/599957447299/000000000980/East Bethport,ecs,subsidy,bounce,-775.96,3684393.74,
310,310,29-01-2022,UPI/614531102406/NO REMARKS/hickselizabeth@upi/Melissatown,vps,withdrawal,recharge,8531.23,4539006.9,
311,311,29-01-2022,VISA REF FUEL JUNCTION,visa,reversal,fuel,3.01,3720,
312,312,29-01-2022,CMS/000621014112/BAJAJ_AUTO_C D__580DPFFC021540,cms,loan,auto,-1499,2221,
313,313,29-01-2022,MMT/IMPS/006308613327/MB: TRF/SONA ENTER/KOTAK MAH,imps,other credit,other,10000,12221,
314,314,29-01-2022,MMT/IMPS/006318893424/Work/Dgar mender/ALLA0212572,imps,other debit,other,-6005.9,6215.1,
315,315,29-01-2022,MMT/IMPS/006319069936/NA/Manu hdfc/HDFC0004233,imps,other debit,other,-5005.9,1209.2,
316,316,30-01-2022,UPI/511309037386/NO REMARKS/douglas19@upi/Matthewburgh,upi,subsidy,bounce,-2249.51,3346265.36,Fraud Identified
317,317,31-01-2022,UPI/350070999322/NO REMARKS/blackamy@upi/Port Charlene,vps,withdrawal,fuel,8974.57,10626.51,Fraud Identified
318,318,01-02-2022,UPI/978381974822/NO REMARKS/melanie61@upi/Port Carlaside,upi,subsidy,fuel,-1462.89,750430.11,Fraud Identified
319,319,01-02-2022,BY CASH-GURGAON - SECTOR-4,cash,deposit,other,40000,41209.2,
320,320,01-02-2022,VPS/PETRO FUELS/202003061154/006606698283/ GURGAON,vps,expenses,fuel,-320,40889.2,
321,321,01-02-2022,SMSChgsJan20-Mar20+GST,other,tax debit,other,-17.7,40871.5,
322,322,01-02-2022,MMT/IMPS/006717587879/Plot no 32r/Dgarmender/ALLA0,imps,other debit,other,-2505.9,38365.6,
323,323,02-02-2022,ATM DEC CHG/17-08-91/GST,ecs,withdrawal,bounce,9612.01,2355460.25,
324,324,02-02-2022,UPI/006859519458/Oid202003082137/ paytm-10577598@/P,upi,other debit,other,-580,37785.6,
325,325,02-02-2022,LTGURXX42921 MAR20 Manish Kum,other,loan,other,-3291,34494.6,
326,326,02-02-2022,BIL/INFT/001943690479/NA/,inft,other credit,other,870,35364.6,
327,327,02-02-2022,VPS REF PETRO FUELS,vps,reversal,fuel,2.4,35367,
328,328,02-02-2022,UPI/007195164096/Oid202003111906/ paytm-50063499@/P,upi,other debit,other,-30,35337,
329,329,02-02-2022,VPS/SEC IV GURG/202003162124/007615551467/ GURGAON,vps,other debit,other,-469.35,34867.65,
330,330,02-02-2022,VPS/SEC IV GURG/202003162140/007616562604/ GURGAON,vps,other debit,other,-156.45,34711.2,
331,331,03-02-2022,IPS/MASTER FUEL/902318034526/000000000980/Port Jenniferfurt,atm,other credit,bounce,9653.19,566554.64,Verified
332,332,03-02-2022,NFS/VCND07/CASH WDL/11-07-00,atm,subsidy,loan,-4824.27,962109.53,Fraud Identified
333,333,03-02-2022,VPS/SEC IV GURG/202003162153/007616570226/ GURGAON,vps,other debit,other,-81.9,34629.3,
334,334,03-02-2022,APBS/IOC Ref No5267238540/0031675861635,other,subsidy,other,229.57,34858.87,
335,335,03-02-2022,UPI/008004095684/Oid10578557640@ /paydth5848@payt/P,upi,other debit,other,-351,34507.87,
336,336,03-02-2022,UPI/008007370914/Oid10580205536@ /payair7673@payt/P,upi,other debit,other,-219,34288.87,
337,337,03-02-2022,ACH/INDUSIND BANK CFD/222681804,ach,other debit,other,-3573,30715.87,
338,338,03-02-2022,MMT/IMPS/008116323425/NA/Dgarme nder/ALLA0212572,imps,other debit,other,-5005.9,25709.97,
339,339,04-02-2022,NFS/BIND07/CASH WDL/12-06-81,inft,expenses,bounce,3148.1,3913807.27,Fraud Identified
340,340,04-02-2022,MMT/IMPS/008421032744/Rm/Dgarme nder/ALLA0212572,imps,other debit,other,-2005.9,23704.07,
341,341,04-02-2022,BIL/INFT/001954208405/Only trf/,inft,other debit,other,-3500,20204.07,
342,342,04-02-2022,083901503669:Int.Pd:31-12-2021 to 29-03-2020,other,income,interest,113,20317.07,
343,343,04-02-2022,CMS/000632000467/BAJAJ_AUTO_C D__580DPFFC021540,cms,loan,auto,-1499,18818.07,
344,344,04-02-2022,UPI/009416611053/Oid10674349538@ /paybil3066@payt/P,upi,other debit,other,-199,18619.07,
345,345,04-02-2022,UPI/009525804812/Oid10682326500@ /paytm-ptmgtp@pa/P,upi,other debit,other,-1887,16732.07,
346,346,04-02-2022,MMT/IMPS/009712811213/NA/K mama/PUNB0093200,imps,other debit,other,-5005.9,11726.17,
347,347,04-02-2022,BIL/INFT/001962736128/Rambhu lal/,inft,other debit,other,-2000,9726.17,
348,348,04-02-2022,APBS/IOC Ref No5326869887/0040866807409,other,subsidy,other,161.48,9887.65,
349,349,05-02-2022,APBS/IOC Ref No6507520769/75620666525367,atm,withdrawal,fuel,6084.02,3845663.63,Verified
350,350,05-02-2022,UPI/010170551635/Vodafone Prepai/vilprepaidbr@hs/H,upi,expenses,recharge,-599,9288.65,
351,351,05-02-2022,UPI/010170603405/Vodafone Prepai/vilprepaidbr@hs/H,upi,expenses,recharge,-20,9268.65,
352,352,05-02-2022,MMT/IMPS/010320437500/NA/Sukla/K ARB0000261,imps,other debit,other,-2505.9,6762.75,
353,353,05-02-2022,UPI/010823898902/Oid10765283343@ /payair7673@payt/P,upi,other debit,other,-219,6543.75,
354,354,05-02-2022,BIL/INFT/001972297642/Cylinder Refill/,inft,other credit,other,818,7361.75,
355,355,05-02-2022,BIL/INFT/001973663047/Rambhu/,inft,other debit,other,-2000,5361.75,
356,356,05-02-2022,APBS/IOC Ref No5372010721/0042733548560,other,subsidy,other,161.48,5523.23,
357,357,05-02-2022,UPI/012131129144/NA/9953331462@p ayt/Punjab Nationa,upi,other debit,other,-10,5513.23,
358,358,05-02-2022,UPI/012138188018/Payment from Ph/7860890829@ybl/ID,upi,other debit,other,-450,5063.23,
359,359,06-02-2022,"INF/INFT/655934616486/Morton, Anderson and Warren /Steven",inft,subsidy,loan,9238.29,255065.63,
360,360,06-02-2022,CMS/000639325220/BAJAJ_AUTO_C D__580DPFFC021540,cms,loan,auto,-1499,3564.23,
361,361,06-02-2022,UPI/012338088746/Payment from Ph/7860890829@ybl/ID,upi,other credit,other,2000,5564.23,
362,362,06-02-2022,UPI/012644197426/Payment from Ph/9821315054@ybl/Or,upi,other debit,other,-5,5559.23,
363,363,06-02-2022,UPI/012776674520/ALL202005062168/ payouts@paytm/Pay,upi,payout,other,150,5709.23,
364,364,07-02-2022,VPS/Vasquez PLC/659505367507/Joneschester,atm,other credit,fuel,-1313.63,1514176.79,Fraud Identified
365,365,07-02-2022,BIL/RCHG/4831521231/Vodafone -/656-740-6736,imps,subsidy,bounce,-2612.88,3757055.85,Verified
366,366,08-02-2022,ATM DEC CHG/14-01-93/GST,ecs,reversal credit,other,6660.81,3095680.07,Fraud Identified
367,367,09-02-2022,NFS/RRND07/CASH WDL/07-09-02,inft,reversal credit,recharge,-4510.08,1640013.08,Fraud Identified
368,368,09-02-2022,ATM DEC CHG/07-05-06/GST,vps,reversal credit,recharge,676.94,2250040.56,Fraud Identified
369,369,09-02-2022,NFS/UPND07/CASH WDL/01-09-01,vps,expenses,fuel,-1165.55,2886006.11,Verified
370,370,09-02-2022,BIL/RCHG/6824704071/Vodafone -/893.858.5910x396,inft,other credit,other,-1322.86,3432223.72,Fraud Identified
371,371,09-02-2022,UPI/598048144009/NO REMARKS/canderson@upi/North Brenda,vps,withdrawal,bounce,9358.19,4621734.28,Verified
372,372,10-02-2022,"VPS/Calderon, Lee and Barrera/137621733839/Keithland",upi,subsidy,fuel,-2755.03,414415.89,Verified
373,373,10-02-2022,UPI/635091613091/NO REMARKS/kennedyrobert@upi/Davidview,imps,expenses,recharge,202.35,529162.29,Fraud Identified
374,374,11-02-2022,APBS/IOC Ref No5863305916/57015476228719,ecs,withdrawal,other,5486.05,3905448.68,Fraud Identified
375,375,11-02-2022,UPI/013010283319/Oid10903499630@ /add-money@paytm/P,upi,other debit,other,-500,5209.23,
376,376,11-02-2022,BIL/INFT/001984045576/NA/,inft,other debit,other,-500,4709.23,
377,377,13-02-2022,NFS/GBND07/CASH WDL/16-07-84,atm,withdrawal,bounce,9438.72,1881967.01,Verified
378,378,13-02-2022,INF/INFT/807368942714/Gomez-Crawford /Andrew,imps,subsidy,bounce,6736.09,3036121.53,Fraud Identified
379,379,14-02-2022,APBS/IOC Ref No2437800153/20629184883323,atm,expenses,other,1846.19,410296.1,
380,380,14-02-2022,APBS/IOC Ref No5900687857/17533188171390,vps,expenses,bounce,-3412.84,510484.21,Fraud Identified
381,381,14-02-2022,BIL/RCHG/6990897542/Vodafone -/+1-498-388-2978,upi,other credit,other,1717.88,1138571.45,Verified
382,382,14-02-2022,UPI/88176355645/NO REMARKS/tinapayne@upi/New Adrianaburgh,upi,reversal credit,other,-576.56,1185859.75,Fraud Identified
383,383,14-02-2022,NFS/USND07/CASH WDL/24-01-76,ecs,withdrawal,bounce,7571.81,2404674.73,Verified
384,384,15-02-2022,APBS/IOC Ref No184660513/70165718416104,upi,expenses,fuel,-3403.77,2221100.1,Fraud Identified
385,385,15-02-2022,APBS/IOC Ref No5445231295/42743719968853,atm,subsidy,loan,1963,2492682.94,
386,386,15-02-2022,BIL/RCHG/8513010687/Vodafone -/392.233.3904x7765,inft,subsidy,loan,3711.14,4347659.74,Verified
387,387,15-02-2022,UPI/013663222328/Payment from Ph/7860890829@ybl/ID,upi,other debit,other,-250,4459.23,
388,388,17-02-2022,"INF/INFT/947465391074/Meyer, Matthews and Simpson /Michelle",inft,other credit,loan,-4051.36,261162.17,
389,389,19-02-2022,APBS/IOC Ref No6882495716/14223609770786,inft,subsidy,fuel,-4024.9,388630.08,Fraud Identified
390,390,21-02-2022,INF/INFT/883362451956/Sanchez Group /Javier,upi,reversal credit,recharge,792.64,705056.01,Verified
391,391,22-02-2022,IPS/MASTER FUEL/590457965233/000000000980/West Crystal,vps,reversal credit,loan,4117.35,2994625.1,
392,392,22-02-2022,VPS/Carter-Anderson/782677140745/South Stacey,ecs,reversal credit,fuel,-4434.87,3178136.15,Verified
393,393,23-02-2022,IPS/MASTER FUEL/197674846112/000000000980/Berryfurt,ecs,expenses,fuel,-2326.66,4433422.05,Verified
394,394,24-02-2022,BIL/RCHG/8767499365/Vodafone -/5939840008,imps,withdrawal,recharge,1539.39,4232553.28,Verified
395,395,25-02-2022,IPS/MASTER FUEL/930194147572/000000000980/Boydville,vps,reversal credit,recharge,1105.61,2069014.72,
396,396,26-02-2022,ATM DEC CHG/17-02-03/GST,inft,subsidy,bounce,-4224.64,3482790.14,Fraud Identified
397,397,27-02-2022,APBS/IOC Ref No2574546814/67141657907745,ecs,subsidy,loan,-1967.89,4023181.27,
398,398,28-02-2022,BIL/RCHG/3148219017/Vodafone -/001-547-671-6885x40484,inft,expenses,fuel,1158.38,638666.69,Fraud Identified
399,399,28-02-2022,UPI/549780889533/NO REMARKS/johnmcdonald@upi/Port Angelafurt,inft,subsidy,other,-3296.4,824753.53,Fraud Identified
400,400,28-02-2022,"VPS/Hickman, Carpenter and Woodard/125320159591/East Amandatown",inft,subsidy,bounce,4011.42,3166600.19,Fraud Identified
401,401,02-03-2022,BIL/RCHG/4001929671/Vodafone -/(895)979-1840x05608,imps,other credit,recharge,-1225.82,561463.8,
402,402,04-03-2022,NFS/JMND07/CASH WDL/11-11-92,atm,reversal credit,recharge,-4418.27,1635303.35,Fraud Identified
403,403,04-03-2022,NFS/DQND07/CASH WDL/31-05-03,ecs,reversal credit,bounce,1116.34,1902789.34,
404,404,05-03-2022,NFS/DSND07/CASH WDL/04-03-98,vps,reversal credit,fuel,-2718.65,419558.67,Verified
405,405,05-03-2022,APBS/IOC Ref No2677851524/91690173261839,imps,other credit,bounce,-4767.81,1211541.91,Verified
406,406,05-03-2022,VPS/Watkins Group/147362102361/North Julieville,imps,expenses,fuel,151.76,3173886.06,
407,407,05-03-2022,IPS/MASTER FUEL/300902223614/000000000980/South Amandachester,upi,subsidy,recharge,7650.15,3706390.81,Verified
408,408,05-03-2022,ATM DEC CHG/16-02-89/GST,ecs,subsidy,other,-4326.58,4482294.35,Verified
409,409,06-03-2022,VPS/Schroeder-Martin/168297339135/Hallville,imps,withdrawal,recharge,-1817.02,297489.27,Fraud Identified
410,410,06-03-2022,"VPS/Mcdonald, Norman and Elliott/417973367163/Port Carol",inft,withdrawal,recharge,1862.22,1412493.1,Verified
411,411,06-03-2022,"INF/INFT/539072818887/Berg, Evans and Alexander /Phillip",imps,subsidy,loan,-2866.24,2958031.53,
412,412,06-03-2022,IPS/MASTER FUEL/478204276949/000000000980/Andrewhaven,upi,subsidy,bounce,-2334.11,3764288.89,Fraud Identified
413,413,08-03-2022,UPI/546079838306/NO REMARKS/gwhite@upi/Peggyside,atm,reversal credit,recharge,7024.29,1724177.27,Verified
414,414,08-03-2022,ATM DEC CHG/23-01-75/GST,atm,expenses,loan,7516.98,1965512.41,
415,415,08-03-2022,ATM DEC CHG/05-04-04/GST,atm,withdrawal,recharge,-1177.26,2872517.87,Fraud Identified
416,416,09-03-2022,APBS/IOC Ref No1070775126/80183827390360,inft,other credit,fuel,1068.39,1981491.76,
417,417,09-03-2022,NFS/DNND07/CASH WDL/22-01-83,upi,expenses,loan,-2942.21,3853810.23,
418,418,09-03-2022,APBS/IOC Ref No9699395747/29383955643277,upi,reversal credit,other,863.55,3991998.14,Verified
